base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
dinov3,D_32_128_512_2048_K_20_20_20_20,modality,mri,0.9999988773533854,0.971157364124804,424,0.9587144086274609,100.0,1.0,1.0,1.0,2.0,10.0,
dinov3,D_32_128_512_2048_K_20_20_20_20,modality,ct,0.9999988773533854,0.9711573658492998,424,0.9587144112142044,100.0,1.0,1.0,1.0,2.0,10.0,
dinov3,D_32_128_512_2048_K_20_20_20_20,sex,f,0.7794585532718565,0.5545176853755406,78,0.5386411547615606,10.0,1.0,1.0,,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,sex,m,0.7794585541787611,0.5545176867358974,78,0.5386411493201333,10.0,1.0,1.0,,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,slice_orientation,x,0.997039143561166,0.980640786443762,258,0.9665721217635239,100.0,1.0,1.0,1.0,2.0,10.0,
dinov3,D_32_128_512_2048_K_20_20_20_20,slice_orientation,y,0.9942353283582572,0.9464034046173851,258,0.9115562023338822,100.0,1.0,1.0,1.0,5.0,20.0,
dinov3,D_32_128_512_2048_K_20_20_20_20,slice_orientation,z,0.9990998532053704,0.9787775575051374,258,0.9721760253577518,20.0,1.0,1.0,1.0,1.0,3.0,
dinov3,D_32_128_512_2048_K_20_20_20_20,age_group,<40,0.9079896107759272,0.7092701082974471,141,0.6905144841128436,75.0,1.0,2.0,10.0,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,age_group,>=80,0.907989515418022,0.7092701017210399,141,0.6905144578072144,75.0,1.0,2.0,10.0,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,kvp,80.0,0.8741140917406829,0.7160804909215911,174,0.6972382839229936,100.0,1.0,1.0,10.0,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,kvp,120.0,0.8741140941833413,0.7160804945855788,174,0.6972382790376765,100.0,1.0,1.0,10.0,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,institute,B,0.342489243133592,0.573040300765471,558,0.7181152582422319,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_32_128_512_2048_K_20_20_20_20,institute,C,0.518766425902744,0.4897112202212323,558,0.6136460974821039,100.0,1.0,1.0,1.0,1.0,1.0,5.0
dinov3,D_32_128_512_2048_K_20_20_20_20,institute,F,0.2547690435704865,0.4454931521371469,558,0.6239553975790824,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_32_128_512_2048_K_20_20_20_20,institute,G,0.4044737323000989,0.3826161506438072,558,0.6074290491121357,30.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_32_128_512_2048_K_20_20_20_20,institute,H,,,558,,,,,,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,institute,I,,,558,0.592247315019297,100.0,,,,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,institute,J,,,558,0.630112887401851,100.0,,,,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,manufacturer,ge,0.9940383437917618,0.9437650155925946,584,0.9466934344825351,100.0,1.0,1.0,1.0,1.0,5.0,
dinov3,D_32_128_512_2048_K_20_20_20_20,manufacturer,philips,0.8243538605135607,0.6194489967075828,584,0.6169932991548415,50.0,1.0,1.0,10.0,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,manufacturer,siemens,0.8360573738971662,0.677444425908885,584,0.6681530984031231,100.0,1.0,1.0,5.0,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,scanner_model,Achieva,0.95399687602165,0.818160381519748,559,0.6957402842716512,1.0,1.0,1.0,1.0,,,
dinov3,D_32_128_512_2048_K_20_20_20_20,scanner_model,Avanto_fit,0.9860195897387332,0.9630524353039498,559,0.9597458649389575,100.0,1.0,1.0,1.0,2.0,20.0,
dinov3,D_32_128_512_2048_K_20_20_20_20,scanner_model,Skyra,0.9919789612498288,0.9670693920949164,559,0.9629047719729097,75.0,1.0,1.0,3.0,3.0,10.0,
