reference_id,reference_slice,sparse_mean,sparse_std,sparse_min,sparse_max,dense_mean,dense_std,dense_min,dense_max,dense_fp_mean,dense_fp_std,dense_fp_min,dense_fp_max,relative_performance,relative_performance_fp
s0754,160,0.9965461492538452,0.003116559237241745,0.9904282689094543,0.9988515377044678,0.9993993639945984,9.362409036839381e-05,0.9992717504501343,0.9995308518409729,0.9972208142280579,0.0017578889383003116,0.9948924779891968,0.9993895292282104,0.9971450704857877,0.9993234547809404
s1167,129,0.9977424740791321,0.000793160405009985,0.996306300163269,0.9984298944473267,0.9990075826644897,0.00010394736455054954,0.998934268951416,0.9992141127586365,0.9987509846687317,0.00022015388822183013,0.9983276128768921,0.998934268951416,0.9987336346517176,0.9989902281899286
s0782,71,0.999850869178772,0.00015247537521645427,0.9995462894439697,0.9999379515647888,0.9999786615371704,4.433960384631064e-06,0.9999728798866272,0.9999854564666748,0.9999200701713562,5.4353888117475435e-05,0.9998252987861633,0.9999748468399048,0.9998722049146509,0.9999307934757502
s0374,149,0.9998248815536499,4.2737061448860914e-05,0.999761700630188,0.9998815059661865,0.9999228715896606,4.134517894271994e-06,0.9999179244041443,0.9999278783798218,0.9998119473457336,6.770961044821888e-05,0.9997021555900574,0.9998878836631775,0.9999020024055906,1.0000129366406858
s1395,26,0.9997016191482544,5.3295851103030145e-05,0.9996262788772583,0.9997892379760742,0.999864399433136,1.8000129784923047e-05,0.9998465776443481,0.9998939037322998,0.9996412992477417,0.0001064571479219012,0.9995240569114685,0.9998382925987244,0.999837197639026,1.0000603415450704
s0262,10,0.999602198600769,5.841000165673904e-05,0.9995074272155762,0.9996596574783325,0.9997041821479797,1.2003966730844695e-05,0.9996874332427979,0.9997217655181885,0.9996498823165894,5.195611447561532e-05,0.9995532035827637,0.9996976852416992,0.9998979862753083,0.9999522995834204
s1121,240,0.9998113512992859,0.00018698835629038513,0.9994394183158875,0.9999353289604187,0.99994957447052,2.5497972728771856e-06,0.9999464154243469,0.9999533891677856,0.9997521638870239,7.746569463051856e-05,0.9996504783630371,0.9998568296432495,0.9998617698584378,1.0000592020846766
s1178,302,0.9994789361953735,0.00011952638305956498,0.9993478059768677,0.9996418952941895,0.9998151659965515,1.5216004612739198e-05,0.9997996091842651,0.9998403787612915,0.9991587400436401,0.0003346228622831404,0.9985694885253906,0.9995571374893188,0.9996637080406329,1.0003204657467335
s0287,258,0.9999605417251587,1.7261447283090092e-05,0.9999334216117859,0.9999842643737793,0.9999828338623047,8.38711684991722e-07,0.999981701374054,0.9999842643737793,0.9999557733535767,1.2991378753213212e-05,0.9999353885650635,0.9999733567237854,0.9999777074801776,1.0000047685824804
s0637,73,0.9963060617446899,0.0006638627965003252,0.9950239658355713,0.9968951940536499,0.9990255236625671,0.00028345989994704723,0.9987028241157532,0.9995249509811401,0.9970194697380066,0.0024359060917049646,0.9930832386016846,0.9995249509811401,0.997277885445902,0.9992844593160211
