base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
dinov3,D_32_128_512_2048_K_30_60_120_240,modality,mri,0.9999988773533854,0.9998295698275468,1331,0.9992151329190484,75.0,1.0,1.0,1.0,1.0,1.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,modality,ct,0.9999988773533854,0.9998295698275468,1331,0.999215133781296,75.0,1.0,1.0,1.0,1.0,1.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,sex,f,0.7794585532718565,0.7063230562909985,448,0.675332299575512,100.0,1.0,1.0,1.0,20.0,,
dinov3,D_32_128_512_2048_K_30_60_120_240,sex,m,0.7794585541787611,0.7063230562909985,448,0.6753323003690535,100.0,1.0,1.0,1.0,20.0,,
dinov3,D_32_128_512_2048_K_30_60_120_240,slice_orientation,x,0.997039143561166,0.9948704761818112,823,0.986054423412563,100.0,1.0,1.0,1.0,1.0,5.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,slice_orientation,y,0.9942353283582572,0.9843478602429726,823,0.9595677443449012,100.0,1.0,2.0,3.0,5.0,10.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,slice_orientation,z,0.9990998532053704,0.9936867785766408,823,0.9900299093661374,100.0,1.0,1.0,1.0,1.0,2.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,age_group,<40,0.9079896107759272,0.8196855696045664,605,0.768251974965801,100.0,1.0,1.0,10.0,20.0,,
dinov3,D_32_128_512_2048_K_30_60_120_240,age_group,>=80,0.907989515418022,0.8196855696045665,605,0.7682519683893936,100.0,1.0,1.0,10.0,20.0,,
dinov3,D_32_128_512_2048_K_30_60_120_240,kvp,80.0,0.8741140917406829,0.8165546194799767,622,0.7889233572425629,75.0,1.0,1.0,1.0,3.0,75.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,kvp,120.0,0.8741140941833413,0.8165546182586474,622,0.7889233670131968,75.0,1.0,1.0,1.0,3.0,75.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,institute,B,0.342489243133592,0.5,1600,0.8274099662853713,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_32_128_512_2048_K_30_60_120_240,institute,C,0.518766425902744,0.5,1600,0.7246938834791724,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_32_128_512_2048_K_30_60_120_240,institute,F,0.2547690435704865,0.5064447708488998,1600,0.5800252234023823,75.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_32_128_512_2048_K_30_60_120_240,institute,G,0.4044737323000989,0.4336604025210894,1600,0.653056809621098,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_32_128_512_2048_K_30_60_120_240,institute,H,,,1600,,,,,,,,
dinov3,D_32_128_512_2048_K_30_60_120_240,institute,I,,,1600,0.6452933051158092,100.0,,,,,,
dinov3,D_32_128_512_2048_K_30_60_120_240,institute,J,,,1600,0.6498204521738435,50.0,,,,,,
dinov3,D_32_128_512_2048_K_30_60_120_240,manufacturer,ge,0.9940383437917618,0.990546960127519,1601,0.9900751406583204,50.0,2.0,2.0,3.0,3.0,5.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,manufacturer,philips,0.8243538605135607,0.7117276666410922,1601,0.7066587588132697,50.0,1.0,2.0,20.0,20.0,,
dinov3,D_32_128_512_2048_K_30_60_120_240,manufacturer,siemens,0.8360573738971662,0.7453779080955161,1601,0.7037041055927101,75.0,1.0,3.0,20.0,75.0,,
dinov3,D_32_128_512_2048_K_30_60_120_240,scanner_model,Achieva,0.95399687602165,0.5,1581,0.9813652615683202,30.0,1.0,2.0,2.0,2.0,2.0,10.0
dinov3,D_32_128_512_2048_K_30_60_120_240,scanner_model,Avanto_fit,0.9860195897387332,0.9917591032527682,1581,0.9910966206533984,100.0,1.0,1.0,1.0,1.0,2.0,30.0
dinov3,D_32_128_512_2048_K_30_60_120_240,scanner_model,Skyra,0.9919789612498288,0.9897246652002024,1581,0.9901943539763278,75.0,1.0,1.0,1.0,1.0,5.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,gallbladder,0.9046499632540534,0.8972787501483902,1391,0.8749272908312072,100.0,1.0,1.0,1.0,1.0,10.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,kidney_left,0.9450146209106866,0.9300286780720574,1391,0.9002044961600616,100.0,1.0,1.0,1.0,2.0,10.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,liver,0.9507727124345676,0.9310087139694754,1391,0.9022115079651465,100.0,1.0,1.0,1.0,2.0,30.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,spleen,0.932144860489393,0.9066755390807044,1391,0.8716890113849987,100.0,1.0,1.0,1.0,3.0,30.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,prostate,0.955297877507173,0.940162784039094,1391,0.9170689338088476,100.0,1.0,1.0,3.0,5.0,20.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_head_and_neck,brain,0.9812913955231076,0.9786861718053552,738,0.9599168905169249,100.0,1.0,1.0,1.0,2.0,20.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_thoracic,heart,0.969656777757568,0.9547332835878346,1094,0.9311878512060505,100.0,1.0,1.0,5.0,5.0,30.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_thoracic,sternum,0.9665183760696462,0.9488357640071184,1094,0.9114838015520051,100.0,1.0,2.0,5.0,10.0,50.0,
dinov3,D_32_128_512_2048_K_30_60_120_240,organs_thoracic,clavicula_left,0.9412795980316572,0.9203463829163288,1094,0.8888685190124574,100.0,1.0,1.0,1.0,5.0,20.0,
