base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
dinov3,D_16_64_256_1024_K_5_5_5_5,modality,mri,0.9999988773533854,0.8126129186763967,143,0.8026717035572253,30.0,1.0,2.0,5.0,30.0,,
dinov3,D_16_64_256_1024_K_5_5_5_5,modality,ct,0.9999988773533854,0.8126129186763967,143,0.8026442495877886,30.0,1.0,2.0,5.0,30.0,,
dinov3,D_16_64_256_1024_K_5_5_5_5,sex,f,0.7794585532718565,0.5165648780808539,24,0.5164276620624256,3.0,1.0,1.0,,,,
dinov3,D_16_64_256_1024_K_5_5_5_5,sex,m,0.7794585541787611,0.5165648770605863,24,0.516427656167546,3.0,1.0,1.0,,,,
dinov3,D_16_64_256_1024_K_5_5_5_5,slice_orientation,x,0.997039143561166,0.9210853967170856,96,0.8909511544182873,75.0,1.0,1.0,5.0,10.0,,
dinov3,D_16_64_256_1024_K_5_5_5_5,slice_orientation,y,0.9942353283582572,0.8755404185186761,96,0.8582821912679037,96.0,1.0,1.0,2.0,5.0,,
dinov3,D_16_64_256_1024_K_5_5_5_5,slice_orientation,z,0.9990998532053704,0.9369754858676316,96,0.923484939049553,96.0,1.0,1.0,1.0,3.0,10.0,
dinov3,D_16_64_256_1024_K_5_5_5_5,age_group,<40,0.9079896107759272,0.6216684931870624,57,0.6082901571918516,20.0,1.0,3.0,,,,
dinov3,D_16_64_256_1024_K_5_5_5_5,age_group,>=80,0.907989515418022,0.6216685096280805,57,0.6082901473272405,20.0,1.0,3.0,,,,
dinov3,D_16_64_256_1024_K_5_5_5_5,kvp,80.0,0.8741140917406829,0.6129095526070714,56,0.6232369294200185,20.0,1.0,3.0,20.0,,,
dinov3,D_16_64_256_1024_K_5_5_5_5,kvp,120.0,0.8741140941833413,0.6129120734306127,56,0.6232369379693232,20.0,1.0,3.0,20.0,,,
