base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse,D_16_64_256_1024_K_10_20_40_80,modality,mri,0.9999886502324216,0.99964832103215,454,0.9995178991568658,20.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_16_64_256_1024_K_10_20_40_80,modality,ct,0.9999886510946694,0.9996483210321502,454,0.9995178991568658,20.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_16_64_256_1024_K_10_20_40_80,sex,f,0.8275105199227091,0.5049115449515742,102,0.48958155152096394,30.0,1.0,,,,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,sex,m,0.8275105201494352,0.5049115449515741,102,0.48958155152096394,30.0,1.0,,,,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,slice_orientation,x,0.9960688500398044,0.9413227097312256,305,0.8517593869062512,100.0,1.0,1.0,2.0,20.0,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,slice_orientation,y,0.9923278712661368,0.8704187699157231,305,0.8214444542862611,100.0,1.0,1.0,1.0,20.0,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,slice_orientation,z,0.9990929701278904,0.9563857537404302,305,0.9326142892328882,100.0,1.0,1.0,1.0,2.0,20.0,
biomedparse,D_16_64_256_1024_K_10_20_40_80,age_group,<40,0.9404653369771802,0.7380537309441447,207,0.6944314679141463,100.0,1.0,3.0,10.0,,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,age_group,>=80,0.940465340265384,0.7380537309441448,207,0.6944314646259426,100.0,1.0,3.0,10.0,,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,kvp,80.0,0.877703306006336,0.7204303343789377,228,0.7020371160977495,100.0,1.0,1.0,1.0,,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,kvp,120.0,0.8777033096703237,0.7204303343789378,228,0.7020371160977494,100.0,1.0,1.0,1.0,,,
biomedparse,D_16_64_256_1024_K_10_20_40_80,institute,B,0.5556141110158075,0.5,564,0.8109864623818394,100.0,1.0,1.0,1.0,1.0,1.0,5.0
