k,mean_sparse_quality,std_sparse_quality,mean_dense_fp_quality,std_dense_fp_quality,n_references
1,0.751668477371335,0.14777931910982917,0.5977287002727389,0.11760952040794968,1000
2,0.7724380424022674,0.14096971315593232,0.6797848217710852,0.13332799662516368,1000
3,0.7997638201117515,0.13412684412781758,0.703267081707716,0.12840602102368995,1000
5,0.8304802300482989,0.11916535979738219,0.7432129143923522,0.12224656425403689,1000
10,0.8515000882744789,0.10459795675030023,0.8060072079598903,0.10878513779933147,1000
20,0.8574312978386879,0.09762297694612623,0.853508574873209,0.09156805050272762,1000
50,0.8595935332775116,0.09216430151332951,0.8798377930521964,0.07875592860776465,1000
100,0.8606727100014686,0.09028180887547381,0.8887048748135566,0.07414695844838444,1000
9999,0.8948237733026245,0.07614473685320533,0.8948237733026245,0.07614473685320533,995
