n_features,train_roc_auc,train_f1,train_balanced_acc,valid_roc_auc,valid_f1,valid_balanced_acc,test_roc_auc,test_f1,test_balanced_acc
1,0.87978024695859,0.7676991150442478,0.7950569524825843,0.8513817018284883,0.7577758192452528,0.781546554928469,0.9239531269325413,0.8364587679435279,0.8531602910052267
2,0.8891157112782814,0.7876344086021505,0.814151746395544,0.8670734498514678,0.780217635290099,0.8034598634747676,0.9307699431797258,0.8629591931155732,0.8785547055641738
3,0.8891579171579054,0.7871485943775101,0.8135127460935339,0.867038013266834,0.7797884232183647,0.8027410252658795,0.9308991058886122,0.8631462538014929,0.8787061288800382
5,0.8879431432607146,0.7869875222816399,0.8132997459928637,0.8668668514272617,0.7818521423431145,0.8044811299042685,0.9278563472033893,0.8639429072936394,0.8794607593270294
8,0.8879424042472581,0.7869875222816399,0.8132997459928637,0.8668666480245979,0.7818521423431145,0.8044811299042685,0.9278551702782825,0.8639429072936394,0.8794607593270294
10,0.8879424042472581,0.7869875222816399,0.8132997459928637,0.8668666480245979,0.7818521423431145,0.8044811299042685,0.9278551702782825,0.8639429072936394,0.8794607593270294
20,0.8879424042472581,0.7869875222816399,0.8132997459928637,0.8668666480245979,0.7818521423431145,0.8044811299042685,0.9278551702782825,0.8639429072936394,0.8794607593270294
30,0.8879424042472581,0.7869875222816399,0.8132997459928637,0.8668666480245979,0.7818521423431145,0.8044811299042685,0.9278551702782825,0.8639429072936394,0.8794607593270294
50,0.8879424042472581,0.7869875222816399,0.8132997459928637,0.8668666480245979,0.7818521423431145,0.8044811299042685,0.9278551702782825,0.8639429072936394,0.8794607593270294
75,0.8879424042472581,0.7869875222816399,0.8132997459928637,0.8668666480245979,0.7818521423431145,0.8044811299042685,0.9278551702782825,0.8639429072936394,0.8794607593270294
100,0.8879424042472581,0.7869875222816399,0.8132997459928637,0.8668666480245979,0.7818521423431145,0.8044811299042685,0.9278551702782825,0.8639429072936394,0.8794607593270294
