base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,modality,mri,0.908355988261538,0.7890453491910037,23,0.7907043596261953,10.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,modality,ct,0.9083559899860336,0.7890453483287558,23,0.7907043268607796,10.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,sex,f,0.4972126495046317,0.4705728700638177,4,0.47402791293489616,1.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,sex,m,0.4972126497313578,0.4705728708573592,4,0.4740278740513637,1.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,slice_orientation,x,0.9019243587399068,0.5352497708631867,14,0.5220455915387241,14.0,1.0,,,,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,slice_orientation,y,0.824168477956946,0.6314243605650678,14,0.6317685499406602,5.0,1.0,1.0,1.0,,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,slice_orientation,z,0.9643511514912086,0.6136054440908315,14,0.610445078636785,5.0,1.0,1.0,,,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,age_group,<40,0.6560129219563477,0.5811236467882941,6,0.5817261574935507,6.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,age_group,>=80,0.6560129055153296,0.5811236435000905,6,0.5817261739345689,6.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,kvp,80.0,0.6439536948164979,0.5817347660306913,9,0.5812543305281355,9.0,1.0,1.0,1.0,1.0,2.0,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,kvp,120.0,0.6439536997018149,0.5817347660306912,9,0.581254332970794,9.0,1.0,1.0,1.0,1.0,2.0,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,institute,B,0.6503711708484589,0.5678266109302533,24,0.42456026166263894,20.0,1.0,1.0,,,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,institute,C,0.5003331847805159,0.5,24,0.595025389033373,24.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,institute,F,0.32093055614844,0.5290048699298908,24,0.6464973226971731,24.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,institute,G,0.3815789999508892,0.5,24,0.5916896315483613,24.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,institute,H,,,24,,,,,,,,
biomedparse_random,D_32_128_512_2048_K_5_5_5_5,institute,I,,,24,0.5385569529572172,24.0,,,,,,
