n_features,train_roc_auc,train_f1,train_balanced_acc,valid_roc_auc,valid_f1,valid_balanced_acc,test_roc_auc,test_f1,test_balanced_acc
1,0.557633696780893,0.2641401091013494,0.550402388369678,0.5778704704778462,0.2604010209333347,0.5557301014075491,0.6116496773460094,0.31044517367345675,0.5915955717519921
2,0.5730102868639668,0.24731182795698925,0.5349948078920042,0.6065350875082942,0.2571757163481538,0.5552431964887441,0.6704272101107636,0.31606485821010366,0.5997182653816739
3,0.5734285760643821,0.2324805339265851,0.5436201973001038,0.6071806386978881,0.2710848423876593,0.5758689702296133,0.672658616820429,0.35337476829135317,0.6313559366183283
5,0.5769671599169263,0.23864258347016967,0.547533748701973,0.6098303062178658,0.2674829875690322,0.5731615523818515,0.6639822974306226,0.34474515495603175,0.6240777146912373
10,0.5747061591381102,0.2485345838218054,0.5431464174454829,0.6083454445886904,0.2643084665396419,0.5667151995304627,0.6654828150661851,0.3170083584300968,0.5998766814019807
19,0.5747420171339563,0.2497055359246172,0.5445482866043614,0.6083535347913125,0.2641751637419223,0.5666167485137409,0.6654834448107227,0.31729216458885084,0.600208708897834
20,0.5747420171339563,0.2497055359246172,0.5445482866043614,0.6083535347913125,0.2641751637419223,0.5666167485137409,0.6654834448107227,0.31729216458885084,0.600208708897834
30,0.5747420171339563,0.2497055359246172,0.5445482866043614,0.6083535347913125,0.2641751637419223,0.5666167485137409,0.6654834448107227,0.31729216458885084,0.600208708897834
50,0.5747420171339563,0.2497055359246172,0.5445482866043614,0.6083535347913125,0.2641751637419223,0.5666167485137409,0.6654834448107227,0.31729216458885084,0.600208708897834
75,0.5747420171339563,0.2497055359246172,0.5445482866043614,0.6083535347913125,0.2641751637419223,0.5666167485137409,0.6654834448107227,0.31729216458885084,0.600208708897834
100,0.5747420171339563,0.2497055359246172,0.5445482866043614,0.6083535347913125,0.2641751637419223,0.5666167485137409,0.6654834448107227,0.31729216458885084,0.600208708897834
