base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,modality,mri,0.908355988261538,0.8009335749898865,114,0.8007382198207464,3.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,modality,ct,0.9083559899860336,0.8009335715408952,114,0.8007382215452421,3.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,sex,f,0.4972126495046317,0.4696009848983388,16,0.4647862211724802,2.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,sex,m,0.4972126497313578,0.4696009833112559,16,0.46478621845176654,2.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,slice_orientation,x,0.9019243587399068,0.5959737433564578,72,0.558832366473331,3.0,1.0,2.0,,,,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,slice_orientation,y,0.824168477956946,0.6659484982110282,72,0.6673916193175016,30.0,1.0,1.0,1.0,20.0,,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,slice_orientation,z,0.9643511514912086,0.6885195780318365,72,0.6770738092262121,10.0,1.0,1.0,10.0,,,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,age_group,<40,0.6560129219563477,0.5828628467442796,38,0.5920216480333265,1.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,age_group,>=80,0.6560129055153296,0.5828628664735014,38,0.5920215691164392,1.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,kvp,80.0,0.6439536948164979,0.579604230459746,39,0.582274969722027,5.0,1.0,1.0,1.0,1.0,2.0,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,kvp,120.0,0.6439536997018149,0.579604230459746,39,0.5822749672793684,5.0,1.0,1.0,1.0,1.0,2.0,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,institute,B,0.6503711708484589,0.5780779778679203,133,0.5574552459437371,50.0,1.0,1.0,1.0,2.0,,
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,institute,C,0.5003331847805159,0.5,133,0.5991530273555001,20.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_30_30_30_30,institute,F,0.32093055614844,0.529557209555648,133,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
