base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse,D_64_256_1024_4096_K_5_10_20_40,modality,mri,0.9999886502324216,0.999175995492141,417,0.9987077251034593,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,modality,ct,0.9999886510946694,0.9991759954921412,417,0.9987077251034592,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,sex,f,0.8275105199227091,0.5671803411434819,60,0.5706529725213589,5.0,1.0,1.0,,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,sex,m,0.8275105201494352,0.5671803411434819,60,0.570652972521359,5.0,1.0,1.0,,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,slice_orientation,x,0.9960688500398044,0.8768225570946587,195,0.7420891163425452,100.0,1.0,1.0,20.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,slice_orientation,y,0.9923278712661368,0.8047683624696621,195,0.7734077814987851,100.0,1.0,1.0,1.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,slice_orientation,z,0.9990929701278904,0.8852472052535159,195,0.8475482291134795,100.0,1.0,1.0,1.0,5.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,age_group,<40,0.9404653369771802,0.6896765248743496,126,0.6513994078431904,100.0,1.0,1.0,,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,age_group,>=80,0.940465340265384,0.6896765248743497,126,0.6513994078431904,100.0,1.0,1.0,,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,kvp,80.0,0.877703306006336,0.685205210913544,151,0.65712553642612,75.0,1.0,1.0,1.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,kvp,120.0,0.8777033096703237,0.685205210913544,151,0.6571255364261199,75.0,1.0,1.0,1.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,institute,B,0.5556141110158075,0.5,596,0.8015870115451842,100.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_64_256_1024_4096_K_5_10_20_40,institute,C,0.5926474824201644,0.5,596,0.7006794894825696,100.0,1.0,1.0,1.0,1.0,1.0,2.0
biomedparse,D_64_256_1024_4096_K_5_10_20_40,institute,F,0.2649838428447016,0.5,596,0.72170766487896,1.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_64_256_1024_4096_K_5_10_20_40,institute,G,0.4408712203389369,0.5,596,0.6404535934504976,100.0,1.0,1.0,1.0,1.0,1.0,2.0
biomedparse,D_64_256_1024_4096_K_5_10_20_40,institute,H,,,596,,,,,,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,institute,I,,,596,0.6744071154420128,100.0,,,,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,institute,J,,,596,0.646983812710823,1.0,,,,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,manufacturer,ge,0.9852162208922532,0.9824923944057878,605,0.9824164696953068,2.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,manufacturer,philips,0.9088828567502408,0.7196259531505531,605,0.7002658214732027,30.0,1.0,3.0,10.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,manufacturer,siemens,0.8975092151946638,0.7088103462263426,605,0.6963614119615313,100.0,1.0,1.0,3.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,scanner_model,Achieva,0.499124559555378,0.9799002610234402,539,0.980337825565767,30.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_64_256_1024_4096_K_5_10_20_40,scanner_model,Avanto_fit,0.9900600482502137,0.9907285622480756,539,0.9929457299087021,2.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_64_256_1024_4096_K_5_10_20_40,scanner_model,Skyra,0.9896107024798428,0.9892150112017826,539,0.9905592149400472,100.0,1.0,1.0,1.0,1.0,1.0,10.0
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,gallbladder,0.9230989970648432,0.7809852270441592,474,0.7473287715526584,100.0,1.0,1.0,2.0,50.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,kidney_left,0.958224971627166,0.8128119945260888,474,0.7897656035549958,100.0,1.0,1.0,3.0,20.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,liver,0.9621466063486708,0.8241013682400078,474,0.7763651317219918,100.0,1.0,1.0,3.0,50.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,spleen,0.9501525224927166,0.7520002897635598,474,0.7135835221868045,100.0,1.0,1.0,3.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,prostate,0.963539826989697,0.8600259366260717,474,0.8561347191091653,20.0,1.0,1.0,3.0,10.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_head_and_neck,brain,0.9832604906549566,0.8901473749469273,453,0.8699577840685152,50.0,1.0,1.0,1.0,3.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,heart,0.974274692967562,0.8600741650757746,246,0.803374344723208,100.0,1.0,1.0,5.0,30.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,sternum,0.9728801264679908,0.8508608161772648,246,0.8121910646326085,100.0,1.0,5.0,20.0,20.0,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,clavicula_left,0.947846833684862,0.7612680459016429,246,0.7209981273898249,100.0,1.0,1.0,1.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,clavicula_right,0.9516989666921486,0.7614198759066892,246,0.7135876099072411,100.0,1.0,1.0,1.0,,,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,pathology,inflammation,0.7383596670294129,0.6819508897108929,436,0.6764638393713742,2.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,pathology,tumor,0.7651059250612842,0.7261024640792224,436,0.719216681265392,30.0,1.0,1.0,1.0,2.0,3.0,
biomedparse,D_64_256_1024_4096_K_5_10_20_40,pathology,trauma,0.8300346830202989,0.6443010771588612,436,0.6092853694911005,75.0,1.0,2.0,20.0,,,
