base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
dinov3,D_128_512_2048_8192_K_20_20_20_20,modality,mri,0.9999988773533854,0.9537308785603392,384,0.9407159828987708,75.0,1.0,1.0,1.0,2.0,10.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,modality,ct,0.9999988773533854,0.9537308785603392,384,0.9407159828987707,75.0,1.0,1.0,1.0,2.0,10.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,sex,f,0.7794585532718565,0.5523262453074775,72,0.551982169009598,50.0,1.0,1.0,50.0,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,sex,m,0.7794585541787611,0.5523262449673882,72,0.5519821694630501,50.0,1.0,1.0,50.0,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,slice_orientation,x,0.997039143561166,0.968643782645286,275,0.9139804072026991,100.0,1.0,1.0,1.0,5.0,75.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,slice_orientation,y,0.9942353283582572,0.9592398484949765,275,0.911188576738069,100.0,1.0,1.0,1.0,5.0,50.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,slice_orientation,z,0.9990998532053704,0.970717943769276,275,0.9557958542608981,5.0,1.0,1.0,1.0,1.0,2.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,age_group,<40,0.9079896107759272,0.6415167742874892,122,0.6072183573516989,3.0,1.0,2.0,,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,age_group,>=80,0.907989515418022,0.6415167709992855,122,0.6072183540634953,3.0,1.0,2.0,,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,kvp,80.0,0.8741140917406829,0.7034423372118354,150,0.6817110490382741,50.0,1.0,1.0,10.0,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,kvp,120.0,0.8741140941833413,0.7034423372118354,150,0.6817110844568218,50.0,1.0,1.0,10.0,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,institute,B,0.342489243133592,0.6391182592170008,633,0.7255588889869014,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_128_512_2048_8192_K_20_20_20_20,institute,C,0.518766425902744,0.520938421383804,633,0.5971313139533787,100.0,1.0,1.0,1.0,1.0,1.0,2.0
dinov3,D_128_512_2048_8192_K_20_20_20_20,institute,F,0.2547690435704865,0.5,633,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_128_512_2048_8192_K_20_20_20_20,institute,G,0.4044737323000989,0.3784872437623276,633,0.6699560903752604,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_128_512_2048_8192_K_20_20_20_20,institute,H,,,633,,,,,,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,institute,I,,,633,0.5969728357699974,100.0,,,,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,institute,J,,,633,0.6362215104833169,30.0,,,,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,manufacturer,ge,0.9940383437917618,0.9384686393245064,664,0.9350259592873634,100.0,1.0,1.0,1.0,1.0,2.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,manufacturer,philips,0.8243538605135607,0.6657963244486294,664,0.6369924420476488,100.0,1.0,1.0,1.0,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,manufacturer,siemens,0.8360573738971662,0.6371561930705474,664,0.6131305090115275,100.0,1.0,1.0,1.0,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,scanner_model,Achieva,0.95399687602165,0.8646769380860703,691,0.9472416620395115,3.0,1.0,2.0,2.0,2.0,2.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,scanner_model,Avanto_fit,0.9860195897387332,0.9235375834616458,691,0.9225442203504366,75.0,1.0,1.0,1.0,2.0,50.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,scanner_model,Skyra,0.9919789612498288,0.9275594988811772,691,0.930439691988252,100.0,1.0,1.0,1.0,2.0,20.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_abdominal,gallbladder,0.9046499632540534,0.8189506395116524,442,0.7718964186577764,100.0,1.0,1.0,10.0,20.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_abdominal,kidney_left,0.9450146209106866,0.844239542628999,442,0.799335357190705,100.0,1.0,2.0,3.0,10.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_abdominal,liver,0.9507727124345676,0.8571830083331431,442,0.8231174323963854,100.0,1.0,2.0,10.0,20.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_abdominal,spleen,0.932144860489393,0.8403717982714816,442,0.8103003709596827,100.0,1.0,2.0,5.0,30.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_abdominal,prostate,0.955297877507173,0.8957474004821828,442,0.887489116227194,50.0,1.0,2.0,2.0,5.0,20.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_head_and_neck,brain,0.9812913955231076,0.9502393389200042,252,0.9367491880494411,100.0,1.0,1.0,2.0,2.0,5.0,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_thoracic,heart,0.969656777757568,0.8904234793686481,277,0.8564414682303153,100.0,1.0,1.0,2.0,10.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_thoracic,sternum,0.9665183760696462,0.8960805485096537,277,0.8601317252701477,100.0,1.0,1.0,1.0,10.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_thoracic,clavicula_left,0.9412795980316572,0.8432109900573201,277,0.8209411157672379,100.0,1.0,1.0,5.0,5.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,organs_thoracic,clavicula_right,0.9462643461384276,0.8509949089875247,277,0.8272474371673393,100.0,1.0,1.0,5.0,5.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,pathology,inflammation,0.6725498724671937,0.5470814773266824,242,0.5284879160423149,1.0,1.0,1.0,1.0,,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,pathology,tumor,0.7311028113872937,0.6269190445624556,242,0.6044697503007807,75.0,1.0,1.0,1.0,20.0,,
dinov3,D_128_512_2048_8192_K_20_20_20_20,pathology,trauma,0.7579848728309351,0.6345757419443432,242,0.6278080491715646,100.0,1.0,1.0,3.0,20.0,,
