base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,modality,mri,0.908355988261538,0.8089857776642768,592,0.8186894461057507,3.0,1.0,1.0,1.0,1.0,3.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,modality,ct,0.9083559899860336,0.8089857776642768,592,0.8186894478302462,3.0,1.0,1.0,1.0,1.0,3.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,sex,f,0.4972126495046317,0.4646818675205173,20,0.4680167979127592,3.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,sex,m,0.4972126497313578,0.4646818663868866,20,0.46801679836621146,3.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,slice_orientation,x,0.9019243587399068,0.7308440736040032,282,0.635801185731074,100.0,1.0,1.0,75.0,,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,slice_orientation,y,0.824168477956946,0.7136218264990901,282,0.6829187151528853,100.0,1.0,1.0,1.0,2.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,slice_orientation,z,0.9643511514912086,0.8139005095426826,282,0.7447472258733536,100.0,1.0,1.0,5.0,,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,age_group,<40,0.6560129219563477,0.5907924418850616,65,0.5888857507004088,50.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,age_group,>=80,0.6560129055153296,0.5907924254440434,65,0.588885865787536,50.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,kvp,80.0,0.6439536948164979,0.5799978868561574,82,0.5828179421667387,3.0,1.0,1.0,1.0,1.0,3.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,kvp,120.0,0.6439536997018149,0.579997911282742,82,0.5828179568226894,3.0,1.0,1.0,1.0,1.0,3.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,institute,B,0.6503711708484589,0.5772103021041474,746,0.5547097368007987,100.0,1.0,1.0,1.0,30.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,institute,C,0.5003331847805159,0.3999150508028654,746,0.6216783906089328,2.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,institute,F,0.32093055614844,0.5,746,0.6215519476451681,10.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,institute,G,0.3815789999508892,0.5776934329882748,746,0.5480810740976254,50.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,institute,H,,,746,,,,,,,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,institute,I,,,746,0.558871864812407,2.0,,,,,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,institute,J,,,746,0.5512799033057065,10.0,,,,,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,manufacturer,ge,0.3421438413476522,0.8771785514338977,755,0.8835254749136533,100.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,manufacturer,philips,0.5347236673407256,0.4939363463727592,755,0.5218564391138749,5.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,manufacturer,siemens,0.5707678017232872,0.4693287290822402,755,0.5403257539252975,100.0,1.0,1.0,1.0,1.0,100.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,scanner_model,Achieva,0.4995158871423901,0.5533861434435374,748,0.5785723626513339,30.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,scanner_model,Avanto_fit,0.6982829652797995,0.7308465405432738,748,0.7256140937944637,75.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,scanner_model,Skyra,0.8392229568097758,0.7860819478497051,748,0.7858413534843439,2.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,gallbladder,0.721141123131337,0.6582947839766822,751,0.6452243828614354,30.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,kidney_left,0.6738208966336373,0.6297691978345339,751,0.6253164661037803,50.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,liver,0.7402530603267786,0.6922734598649983,751,0.6715987114146854,100.0,1.0,1.0,1.0,1.0,10.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,spleen,0.6709556395217048,0.6365289818937558,751,0.6255734642723654,75.0,1.0,1.0,1.0,1.0,2.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_abdominal,prostate,0.7238875921773783,0.6824589548138977,751,0.6816581691608856,10.0,1.0,1.0,1.0,1.0,1.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_head_and_neck,brain,0.7185083343341752,0.6165649746519185,153,0.605350305073507,50.0,1.0,1.0,1.0,2.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_thoracic,heart,0.7124545695119131,0.6099923661643587,277,0.6045099271227699,30.0,1.0,1.0,2.0,2.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_thoracic,sternum,0.6662272643491416,0.5814666574219514,277,0.5676282190380355,100.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_thoracic,clavicula_left,0.6831801278487927,0.6388266480232166,277,0.6306912842933489,30.0,1.0,1.0,1.0,2.0,10.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,organs_thoracic,clavicula_right,0.6830491604693241,0.6369153334779551,277,0.635647766061169,10.0,1.0,1.0,1.0,2.0,5.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,pathology,inflammation,0.5912561577379805,0.501947149968493,214,0.4959817768011774,1.0,1.0,1.0,1.0,1.0,,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,pathology,tumor,0.7043436220581343,0.6404908121261128,214,0.6421227897960108,5.0,1.0,1.0,1.0,1.0,3.0,
biomedparse_random,D_32_128_512_2048_K_30_60_120_240,pathology,trauma,0.64031369615221,0.6022009153070931,214,0.5470507636210326,20.0,1.0,1.0,2.0,10.0,,
