metric,sparse_retrieval,dense_retrieval,dense_fp_retrieval,relative_performance,relative_performance_fp
mean_similarity,0.8309934792356874,0.8948237733026245,0.7435344149868692,0.926313177640394,1.1283301275119366
std_similarity,0.11837768320602211,0.07610646354751856,0.12214464303826422,0.11308251899071067,0.12576175440530954
min_similarity,0.213917538523674,0.28220486640930176,0.1962534487247467,0.36396413175171455,0.7716810823797836
max_similarity,1.000000238418579,1.000000238418579,1.000000238418579,2.975984938153327,2.282737173707225
n_references,995.0,995.0,995.0,995.0,995.0
