base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse,D_32_128_512_2048_K_20_20_20_20,modality,mri,0.9999886502324216,0.9939692251625508,157,0.9894228107471861,20.0,1.0,1.0,1.0,1.0,2.0,
biomedparse,D_32_128_512_2048_K_20_20_20_20,modality,ct,0.9999886510946694,0.9939692268870464,157,0.989422810747186,20.0,1.0,1.0,1.0,1.0,2.0,
biomedparse,D_32_128_512_2048_K_20_20_20_20,sex,f,0.8275105199227091,0.4988716819621786,26,0.5066709149476575,5.0,1.0,1.0,,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,sex,m,0.8275105201494352,0.4988716821889049,26,0.5066709203890847,5.0,1.0,1.0,,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,slice_orientation,x,0.9960688500398044,0.888128739618636,71,0.8146823408317222,100.0,1.0,1.0,1.0,10.0,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,slice_orientation,y,0.9923278712661368,0.8096567044676406,71,0.7869517640844432,71.0,1.0,1.0,1.0,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,slice_orientation,z,0.9990929701278904,0.9470467184760114,71,0.9397945291002683,20.0,1.0,1.0,1.0,1.0,2.0,
biomedparse,D_32_128_512_2048_K_20_20_20_20,age_group,<40,0.9404653369771802,0.6596644425016129,46,0.6457211240692567,30.0,1.0,1.0,,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,age_group,>=80,0.940465340265384,0.6596644425016129,46,0.6457211240692567,30.0,1.0,1.0,,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,kvp,80.0,0.877703306006336,0.696813348063541,51,0.7046304804889969,2.0,1.0,1.0,1.0,2.0,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,kvp,120.0,0.8777033096703237,0.696813348063541,51,0.7046304804889968,2.0,1.0,1.0,1.0,2.0,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,institute,B,0.5556141110158075,0.5,179,0.7796089453926529,100.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_32_128_512_2048_K_20_20_20_20,institute,C,0.5926474824201644,0.5,179,0.7232470282127228,100.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_32_128_512_2048_K_20_20_20_20,institute,F,0.2649838428447016,0.5,179,0.6821770965643168,50.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_32_128_512_2048_K_20_20_20_20,institute,G,0.4408712203389369,0.5,179,0.571274773271636,2.0,1.0,1.0,1.0,2.0,2.0,2.0
biomedparse,D_32_128_512_2048_K_20_20_20_20,institute,H,,,179,,,,,,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,institute,I,,,179,0.6488989627841129,100.0,,,,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,institute,J,,,179,0.7090888368535373,20.0,,,,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,manufacturer,ge,0.9852162208922532,0.5011992599688485,186,0.9704036315087139,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_32_128_512_2048_K_20_20_20_20,manufacturer,philips,0.9088828567502408,0.6389445172004831,186,0.6468461194189914,50.0,1.0,5.0,50.0,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,manufacturer,siemens,0.8975092151946638,0.7393515926470091,186,0.7418169130225525,50.0,1.0,1.0,5.0,20.0,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,scanner_model,Achieva,0.499124559555378,0.9731266249098354,203,0.9720963866675661,20.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_32_128_512_2048_K_20_20_20_20,scanner_model,Avanto_fit,0.9900600482502137,0.9852803765463276,203,0.9802973849073986,75.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_32_128_512_2048_K_20_20_20_20,scanner_model,Skyra,0.9896107024798428,0.9847683711266432,203,0.9876789777848255,10.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_32_128_512_2048_K_20_20_20_20,organs_abdominal,gallbladder,0.9230989970648432,0.8075758852115035,142,0.7969058920451542,100.0,2.0,3.0,3.0,5.0,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,organs_abdominal,kidney_left,0.958224971627166,0.7782617783366863,142,0.7598972524130427,75.0,1.0,3.0,5.0,,,
biomedparse,D_32_128_512_2048_K_20_20_20_20,organs_abdominal,liver,0.9621466063486708,0.7983103894139352,142,0.7823270307517212,50.0,1.0,5.0,5.0,10.0,,
