base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse,D_64_256_1024_4096_K_10_20_40_80,modality,mri,0.9999886502324216,0.999840142709872,619,0.9991167538959063,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,modality,ct,0.9999886510946694,0.999840142709872,619,0.9991167538959062,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,sex,f,0.8275105199227091,0.509197137242432,86,0.49440450085390736,20.0,1.0,,,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,sex,m,0.8275105201494352,0.509197137242432,86,0.4944045008539073,20.0,1.0,,,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,slice_orientation,x,0.9960688500398044,0.952354987588612,262,0.8970644451419689,100.0,1.0,1.0,1.0,2.0,100.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,slice_orientation,y,0.9923278712661368,0.8638759387464146,262,0.8117116719622879,100.0,1.0,1.0,3.0,30.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,slice_orientation,z,0.9990929701278904,0.9613010234149668,262,0.9525801581328949,100.0,1.0,1.0,1.0,1.0,2.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,age_group,<40,0.9404653369771802,0.6939080615237894,153,0.6586833148767559,75.0,1.0,2.0,75.0,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,age_group,>=80,0.940465340265384,0.6939080615237895,153,0.6586833148767559,75.0,1.0,2.0,75.0,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,kvp,80.0,0.877703306006336,0.7368620331780438,209,0.7236223906972622,100.0,1.0,1.0,3.0,20.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,kvp,120.0,0.8777033096703237,0.7368620331780438,209,0.7236223906972623,100.0,1.0,1.0,3.0,20.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,institute,B,0.5556141110158075,0.5,1002,0.821382661324616,100.0,1.0,1.0,1.0,1.0,1.0,2.0
biomedparse,D_64_256_1024_4096_K_10_20_40_80,institute,C,0.5926474824201644,0.5,1002,0.7289041492270121,100.0,1.0,1.0,1.0,1.0,1.0,3.0
biomedparse,D_64_256_1024_4096_K_10_20_40_80,institute,F,0.2649838428447016,0.5,1002,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_64_256_1024_4096_K_10_20_40_80,institute,G,0.4408712203389369,0.5,1002,0.6022296595577806,2.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_64_256_1024_4096_K_10_20_40_80,institute,H,,,1002,,,,,,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,institute,I,,,1002,0.6664371692024142,100.0,,,,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,institute,J,,,1002,0.6939485397841494,100.0,,,,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,manufacturer,ge,0.9852162208922532,0.9880690488400474,949,0.9847728437951148,75.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,manufacturer,philips,0.9088828567502408,0.6927030631420672,949,0.6830459375506958,50.0,1.0,10.0,20.0,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,manufacturer,siemens,0.8975092151946638,0.7743277891151894,949,0.7300734486852034,100.0,1.0,5.0,20.0,75.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,scanner_model,Achieva,0.499124559555378,0.9828770180017956,861,0.9818073927235175,10.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_64_256_1024_4096_K_10_20_40_80,scanner_model,Avanto_fit,0.9900600482502137,0.990532716862906,861,0.9896932046495341,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,scanner_model,Skyra,0.9896107024798428,0.990501518644564,861,0.9898853630041649,50.0,1.0,1.0,1.0,1.0,1.0,50.0
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_abdominal,gallbladder,0.9230989970648432,0.7942474281181309,789,0.7515872745663105,100.0,1.0,1.0,10.0,75.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_abdominal,kidney_left,0.958224971627166,0.8058855571255102,789,0.7716758383705775,100.0,1.0,1.0,5.0,75.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_abdominal,liver,0.9621466063486708,0.7962333674878737,789,0.751902272152932,100.0,1.0,2.0,5.0,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_abdominal,spleen,0.9501525224927166,0.74267276823708,789,0.6955920390995488,100.0,1.0,2.0,10.0,,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_abdominal,prostate,0.963539826989697,0.8921339831835313,789,0.8677637671587699,50.0,1.0,2.0,3.0,10.0,50.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_head_and_neck,brain,0.9832604906549566,0.9505033970827292,706,0.9327954967192122,100.0,1.0,1.0,1.0,2.0,5.0,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_thoracic,heart,0.974274692967562,0.8734570931133976,351,0.8498440627086807,100.0,1.0,1.0,1.0,2.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_thoracic,sternum,0.9728801264679908,0.8671111729758794,351,0.8459040446240702,100.0,1.0,1.0,2.0,10.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_thoracic,clavicula_left,0.947846833684862,0.7924544975309826,351,0.7692340539880854,100.0,1.0,1.0,1.0,30.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,organs_thoracic,clavicula_right,0.9516989666921486,0.8055956212442034,351,0.7813898306370133,100.0,1.0,1.0,1.0,20.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,pathology,inflammation,0.7383596670294129,0.6754341892375353,742,0.6438367681661705,10.0,1.0,3.0,3.0,3.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,pathology,tumor,0.7651059250612842,0.6478364870094748,742,0.6250146422881118,10.0,1.0,1.0,5.0,10.0,,
biomedparse,D_64_256_1024_4096_K_10_20_40_80,pathology,trauma,0.8300346830202989,0.702364069516686,742,0.6459830775238622,75.0,1.0,1.0,30.0,,,
