metric,sparse_retrieval,dense_retrieval,dense_fp_retrieval,relative_performance,relative_performance_fp
mean_similarity,0.9535898694440947,0.9757642815460512,0.934302977221695,0.9771759241221862,1.0209777613084303
std_similarity,0.023881021241114134,0.013819393401420533,0.026043782108511177,0.014689148553044259,0.023049922051652717
min_similarity,0.8645235896110535,0.9048018455505371,0.8428594470024109,0.9075050070953516,0.953931635651917
max_similarity,1.0000004768371582,1.0000004768371582,1.000000238418579,1.045754430801387,1.130133121558946
n_references,995.0,995.0,995.0,995.0,995.0
