k,mean_sparse_quality,std_sparse_quality,mean_dense_fp_quality,std_dense_fp_quality,n_references
1,0.9288740896582603,0.026744129893401334,0.8964987660646438,0.0251835116826844,1000
2,0.9324243147373199,0.028255822663179095,0.9047606891989708,0.0295797144390262,1000
3,0.9422358961105347,0.02643894830851927,0.9165219296216964,0.02800557860016821,1000
5,0.9536324309110642,0.023848042382478327,0.9343477879762649,0.02603383348135793,1000
10,0.9635809206366539,0.019837923489236305,0.9563005993366241,0.022137593690531962,1000
20,0.9672748859524727,0.01797410358109354,0.966311070561409,0.01907560076042939,1000
50,0.9689088697433472,0.017057843849849378,0.97184847843647,0.015928011315350703,1000
100,0.9695621412992478,0.016600370021841053,0.9735903647542,0.014987077730010514,1000
9999,0.9757642815460512,0.013826343059089597,0.9757642815460512,0.013826343059089597,995
