base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
dinov3,D_16_64_256_1024_K_10_10_10_10,modality,mri,0.9999988773533854,0.9475061591911244,254,0.9406909440853766,75.0,1.0,1.0,2.0,3.0,20.0,
dinov3,D_16_64_256_1024_K_10_10_10_10,modality,ct,0.9999988773533854,0.9475061591911244,254,0.9406909483966155,75.0,1.0,1.0,2.0,3.0,20.0,
dinov3,D_16_64_256_1024_K_10_10_10_10,sex,f,0.7794585532718565,0.5569466354691502,55,0.5468866014488933,20.0,1.0,1.0,20.0,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,sex,m,0.7794585541787611,0.5569466386433162,55,0.5468866070036837,20.0,1.0,1.0,20.0,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,slice_orientation,x,0.997039143561166,0.9634712385458132,173,0.9391467120360893,100.0,1.0,2.0,2.0,3.0,10.0,
dinov3,D_16_64_256_1024_K_10_10_10_10,slice_orientation,y,0.9942353283582572,0.9234382899361676,173,0.8966307070830983,100.0,1.0,1.0,1.0,2.0,75.0,
dinov3,D_16_64_256_1024_K_10_10_10_10,slice_orientation,z,0.9990998532053704,0.9633742168653616,173,0.9559167000102207,100.0,1.0,1.0,2.0,2.0,5.0,
dinov3,D_16_64_256_1024_K_10_10_10_10,age_group,<40,0.9079896107759272,0.672175011692359,80,0.6381127075069406,50.0,1.0,2.0,20.0,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,age_group,>=80,0.907989515418022,0.6721750149805625,80,0.6380959146509654,80.0,1.0,2.0,20.0,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,kvp,80.0,0.8741140917406829,0.6895455805200137,107,0.6844979904493032,30.0,1.0,1.0,5.0,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,kvp,120.0,0.8741140941833413,0.689545581741343,107,0.6844979648013891,30.0,1.0,1.0,5.0,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,institute,B,0.342489243133592,0.5,300,0.6705011937719993,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_16_64_256_1024_K_10_10_10_10,institute,C,0.518766425902744,0.5,300,0.6063899344587884,100.0,1.0,1.0,1.0,1.0,1.0,3.0
dinov3,D_16_64_256_1024_K_10_10_10_10,institute,F,0.2547690435704865,0.5,300,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_16_64_256_1024_K_10_10_10_10,institute,G,0.4044737323000989,0.5,300,0.5836981312417203,75.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_16_64_256_1024_K_10_10_10_10,institute,H,,,300,,,,,,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,institute,I,,,300,0.5881238677581657,100.0,,,,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,institute,J,,,300,0.6558739626115477,75.0,,,,,,
dinov3,D_16_64_256_1024_K_10_10_10_10,manufacturer,ge,0.9940383437917618,0.9378604034269996,334,0.9258325153227733,20.0,1.0,3.0,3.0,3.0,10.0,
dinov3,D_16_64_256_1024_K_10_10_10_10,manufacturer,philips,0.8243538605135607,0.6490047323180471,334,0.638130951525122,30.0,1.0,1.0,10.0,,,
