base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
dinov3,D_64_256_1024_4096_K_5_10_20_40,modality,mri,0.9999988773533854,0.9955834685550546,756,0.9933247044288751,100.0,1.0,1.0,1.0,1.0,2.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,modality,ct,0.9999988773533854,0.9955834694173024,756,0.993324704428875,100.0,1.0,1.0,1.0,1.0,2.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,sex,f,0.7794585532718565,0.6060996589472085,132,0.581535971972115,10.0,1.0,1.0,2.0,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,sex,m,0.7794585541787611,0.606099657926941,132,0.5815359694781275,10.0,1.0,1.0,2.0,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,slice_orientation,x,0.997039143561166,0.9888452822017516,431,0.9730422637400963,100.0,1.0,1.0,1.0,1.0,5.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,slice_orientation,y,0.9942353283582572,0.9676881569074616,431,0.9341213502854324,100.0,1.0,1.0,1.0,5.0,20.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,slice_orientation,z,0.9990998532053704,0.9860474685525138,431,0.9834094311617806,50.0,1.0,1.0,1.0,1.0,1.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,age_group,<40,0.9079896107759272,0.7117100310249247,240,0.6571141545072567,100.0,1.0,2.0,20.0,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,age_group,>=80,0.907989515418022,0.7117100277367211,240,0.6571141282016277,100.0,1.0,2.0,20.0,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,kvp,80.0,0.8741140917406829,0.7163054414467651,306,0.6590355316917593,75.0,1.0,1.0,20.0,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,kvp,120.0,0.8741140941833413,0.7163054414467651,306,0.6590355133718209,75.0,1.0,1.0,20.0,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,institute,B,0.342489243133592,0.5,1085,0.8159005454485903,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_64_256_1024_4096_K_5_10_20_40,institute,C,0.518766425902744,0.5,1085,0.6062693818648676,100.0,1.0,1.0,1.0,1.0,1.0,5.0
dinov3,D_64_256_1024_4096_K_5_10_20_40,institute,F,0.2547690435704865,0.5,1085,0.6349547093145077,2.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_64_256_1024_4096_K_5_10_20_40,institute,G,0.4044737323000989,0.5,1085,0.5903203282368304,50.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_64_256_1024_4096_K_5_10_20_40,institute,H,,,1085,,,,,,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,institute,I,,,1085,0.6172763934454132,100.0,,,,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,institute,J,,,1085,0.6201831621650836,100.0,,,,,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,manufacturer,ge,0.9940383437917618,0.9815540881751008,1138,0.9711434252295666,20.0,1.0,1.0,1.0,1.0,2.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,manufacturer,philips,0.8243538605135607,0.7049003081224405,1138,0.6849558895330146,100.0,1.0,1.0,10.0,75.0,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,manufacturer,siemens,0.8360573738971662,0.7345433628157971,1138,0.7358942168889676,100.0,1.0,1.0,3.0,50.0,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,scanner_model,Achieva,0.95399687602165,0.937293244007618,1053,0.9371925709511528,5.0,1.0,2.0,2.0,2.0,2.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,scanner_model,Avanto_fit,0.9860195897387332,0.9866375386350502,1053,0.9809846355162257,100.0,1.0,1.0,1.0,1.0,2.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,scanner_model,Skyra,0.9919789612498288,0.9892852747723389,1053,0.9812812182768635,100.0,1.0,1.0,1.0,3.0,3.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,gallbladder,0.9046499632540534,0.8719190340171978,761,0.8547410490519998,100.0,1.0,1.0,5.0,20.0,30.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,kidney_left,0.9450146209106866,0.9086674098466296,761,0.8882110795925617,100.0,1.0,1.0,1.0,3.0,20.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,liver,0.9507727124345676,0.9041391168952512,761,0.8734441082949053,100.0,1.0,2.0,5.0,10.0,50.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,spleen,0.932144860489393,0.8818317971081202,761,0.8578027155951878,100.0,1.0,1.0,3.0,20.0,30.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_abdominal,prostate,0.955297877507173,0.925541878191319,761,0.9092569154648718,75.0,1.0,3.0,5.0,5.0,10.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_head_and_neck,brain,0.9812913955231076,0.9686891202008224,397,0.9526890804490763,100.0,1.0,1.0,2.0,3.0,10.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,heart,0.969656777757568,0.9259228004584484,496,0.9018449233940931,75.0,1.0,1.0,2.0,3.0,20.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,sternum,0.9665183760696462,0.9237003035077304,496,0.9014988430194832,100.0,1.0,1.0,1.0,3.0,30.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,clavicula_left,0.9412795980316572,0.8882514231475873,496,0.8591242051110147,100.0,1.0,1.0,3.0,10.0,50.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,organs_thoracic,clavicula_right,0.9462643461384276,0.8915437535080387,496,0.8617738570980433,100.0,1.0,1.0,5.0,10.0,75.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,pathology,inflammation,0.6725498724671937,0.637579014967484,426,0.6325679404465552,10.0,1.0,1.0,1.0,5.0,10.0,
dinov3,D_64_256_1024_4096_K_5_10_20_40,pathology,tumor,0.7311028113872937,0.6554695543580051,426,0.6041088437874123,50.0,1.0,1.0,2.0,5.0,,
dinov3,D_64_256_1024_4096_K_5_10_20_40,pathology,trauma,0.7579848728309351,0.6875367875501687,426,0.6415604252946152,100.0,1.0,1.0,3.0,30.0,,
