n_features,train_roc_auc,train_f1,train_balanced_acc,valid_roc_auc,valid_f1,valid_balanced_acc,test_roc_auc,test_f1,test_balanced_acc
1,0.507636463059518,0.19599350297780185,0.5072660844949317,0.5022395282020263,0.18505635174620844,0.5014907646307987,0.5288747434378746,0.25537664178608604,0.5224302364437419
2,0.536437356993859,0.3038649489115948,0.5276689995599706,0.5249476897949287,0.30200464846019753,0.5197570251042251,0.5386033842246013,0.30619974059662775,0.5257507983710747
3,0.5446217399652947,0.3060796645702306,0.5428591640970971,0.5388367645292516,0.2972905601043125,0.5280742515201948,0.5403205846550603,0.308995485507362,0.5453542004397108
5,0.5399203085176963,0.3064557946590614,0.5426500750180477,0.5305765061208303,0.2953831687823225,0.5239722718335703,0.5440916480794494,0.3163785259326661,0.5502654503428654
10,0.5456335890748156,0.3100458949515553,0.5463490807045606,0.5338473571257687,0.29796194769895823,0.5262014767898886,0.5522127340358355,0.3211144997483197,0.5542836395116499
20,0.5438712863471523,0.307731694828469,0.5435160670822227,0.5307634923532933,0.2983289325135057,0.527169202547733,0.5497528702791361,0.3198525038658261,0.553061442785301
30,0.5436490865224539,0.3083992851672198,0.5442260959012805,0.528646374706288,0.29895695333345773,0.5279871107051045,0.5480216443282846,0.3176331710196252,0.5499714943162993
36,0.5436504522251258,0.3083992851672198,0.5442260959012805,0.5286466044597695,0.2989670520393024,0.528013441593079,0.5480218000733066,0.317602266690278,0.5499406766842709
50,0.5436504522251258,0.3083992851672198,0.5442260959012805,0.5286466044597695,0.2989670520393024,0.528013441593079,0.5480218000733066,0.317602266690278,0.5499406766842709
75,0.5436504522251258,0.3083992851672198,0.5442260959012805,0.5286466044597695,0.2989670520393024,0.528013441593079,0.5480218000733066,0.317602266690278,0.5499406766842709
100,0.5436504522251258,0.3083992851672198,0.5442260959012805,0.5286466044597695,0.2989670520393024,0.528013441593079,0.5480218000733066,0.317602266690278,0.5499406766842709
