base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
dinov3,D_128_512_2048_8192_K_5_5_5_5,modality,mri,0.9999988773533854,0.8447885957783701,152,0.7932552282963455,100.0,1.0,1.0,3.0,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,modality,ct,0.9999988773533854,0.84478859577837,152,0.7932552326075846,100.0,1.0,1.0,3.0,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,sex,f,0.7794585532718565,0.5417812979277797,18,0.5370501503477695,100.0,1.0,1.0,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,sex,m,0.7794585541787611,0.5417812998549519,18,0.537050137764469,18.0,1.0,1.0,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,slice_orientation,x,0.997039143561166,0.7817846197050684,88,0.7256213852534212,88.0,1.0,2.0,5.0,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,slice_orientation,y,0.9942353283582572,0.7523564847856601,88,0.7012208417824964,88.0,1.0,2.0,20.0,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,slice_orientation,z,0.9990998532053704,0.7918131409906938,88,0.7672921118130207,88.0,1.0,1.0,2.0,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,age_group,<40,0.9079896107759272,0.5275869335442009,30,0.5229054687028811,10.0,1.0,,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,age_group,>=80,0.907989515418022,0.5275869302559973,30,0.5229054555500665,10.0,1.0,,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,kvp,80.0,0.8741140917406829,0.6006754866667243,50,0.5938978556438674,50.0,1.0,2.0,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,kvp,120.0,0.8741140941833413,0.6006754891093828,50,0.5938978971690614,50.0,1.0,2.0,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,institute,B,0.342489243133592,0.6101105809185516,214,0.6024986082335462,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_128_512_2048_8192_K_5_5_5_5,institute,C,0.518766425902744,0.5163579349472747,214,0.5340815741884213,100.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_128_512_2048_8192_K_5_5_5_5,institute,F,0.2547690435704865,0.425995307613862,214,0.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_128_512_2048_8192_K_5_5_5_5,institute,G,0.4044737323000989,0.4682481160818324,214,0.6728791123595715,75.0,1.0,1.0,1.0,1.0,1.0,1.0
dinov3,D_128_512_2048_8192_K_5_5_5_5,institute,H,,,214,,,,,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,institute,I,,,214,0.527084773387507,100.0,,,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,institute,J,,,214,0.6275461095659014,75.0,,,,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,manufacturer,ge,0.9940383437917618,0.8225318870888425,247,0.7505573362264779,20.0,1.0,10.0,10.0,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,manufacturer,philips,0.8243538605135607,0.601426875182925,247,0.6102604577635977,100.0,1.0,1.0,30.0,,,
dinov3,D_128_512_2048_8192_K_5_5_5_5,manufacturer,siemens,0.8360573738971662,0.5727408106490675,247,0.577224590503887,20.0,1.0,1.0,,,,
