base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse,D_16_64_256_1024_K_5_5_5_5,modality,mri,0.9999886502324216,0.9288827435033096,34,0.935473805226186,1.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_16_64_256_1024_K_5_5_5_5,modality,ct,0.9999886510946694,0.9288827435033096,34,0.935473805226186,1.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_16_64_256_1024_K_5_5_5_5,sex,f,0.8275105199227091,0.4918019281924315,8,0.4910227409716235,50.0,1.0,,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,sex,m,0.8275105201494352,0.4918019266053485,8,0.49102274323888484,50.0,1.0,,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,slice_orientation,x,0.9960688500398044,0.6234777952765458,20,0.6010485407331588,20.0,1.0,10.0,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,slice_orientation,y,0.9923278712661368,0.6353145893232683,20,0.6244784072463,5.0,1.0,2.0,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,slice_orientation,z,0.9990929701278904,0.6709666358812444,20,0.666142747964485,20.0,1.0,5.0,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,age_group,<40,0.9404653369771802,0.6276980590437605,9,0.6178005266373793,5.0,1.0,2.0,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,age_group,>=80,0.940465340265384,0.6276980787729823,9,0.6178004871789355,5.0,1.0,2.0,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,kvp,80.0,0.877703306006336,0.6036686116579002,28,0.6387223191224838,10.0,1.0,1.0,2.0,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,kvp,120.0,0.8777033096703237,0.6036686116579002,28,0.6387223191224838,10.0,1.0,1.0,2.0,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,institute,B,0.5556141110158075,0.5,40,0.7144308036547395,20.0,1.0,1.0,1.0,2.0,2.0,2.0
biomedparse,D_16_64_256_1024_K_5_5_5_5,institute,C,0.5926474824201644,0.5,40,0.6273296688824677,5.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_16_64_256_1024_K_5_5_5_5,institute,F,0.2649838428447016,0.5,40,0.6839344948878394,3.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_16_64_256_1024_K_5_5_5_5,institute,G,0.4408712203389369,0.5,40,0.653955804404384,30.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_16_64_256_1024_K_5_5_5_5,institute,H,,,40,,,,,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,institute,I,,,40,0.5697770934126487,10.0,,,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,institute,J,,,40,0.6539562680860221,3.0,,,,,,
biomedparse,D_16_64_256_1024_K_5_5_5_5,manufacturer,ge,0.9852162208922532,0.9270569634224192,49,0.9149170239783116,3.0,1.0,1.0,1.0,1.0,1.0,
