base_model,sae_config,target_group,target,dense_baseline_roc_auc,sparse_baseline_roc_auc,n_nonzero,max_roc_auc,n_at_max_roc_auc,n_features_50pct,n_features_60pct,n_features_70pct,n_features_80pct,n_features_90pct,n_features_100pct
biomedparse,D_16_64_256_1024_K_5_10_20_40,modality,mri,0.9999886502324216,0.9996258715488506,274,0.9989548289355926,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,modality,ct,0.9999886510946694,0.9996258715488509,274,0.9989548289355925,100.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,sex,f,0.8275105199227091,0.544508531194399,63,0.5437448235872269,30.0,1.0,1.0,,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,sex,m,0.8275105201494352,0.5445085313077621,63,0.5437448264213037,30.0,1.0,1.0,,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,slice_orientation,x,0.9960688500398044,0.8791434100155426,186,0.7907996192122522,75.0,1.0,1.0,2.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,slice_orientation,y,0.9923278712661368,0.8381699274702012,186,0.8179273807134715,50.0,1.0,1.0,1.0,5.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,slice_orientation,z,0.9990929701278904,0.9304117853283328,186,0.9255876926142712,50.0,1.0,1.0,1.0,1.0,3.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,age_group,<40,0.9404653369771802,0.7140215165183338,107,0.7126518350224846,50.0,1.0,1.0,3.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,age_group,>=80,0.940465340265384,0.7140215165183338,107,0.7126518350224846,50.0,1.0,1.0,3.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,kvp,80.0,0.877703306006336,0.7174103157180042,210,0.7164522562127918,10.0,1.0,1.0,2.0,2.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,kvp,120.0,0.8777033096703237,0.7174103157180041,210,0.7164522452208287,10.0,1.0,1.0,2.0,2.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,institute,B,0.5556141110158075,0.5,382,0.8144266173186386,100.0,1.0,1.0,1.0,1.0,2.0,2.0
biomedparse,D_16_64_256_1024_K_5_10_20_40,institute,C,0.5926474824201644,0.5,382,0.7172565144374055,100.0,1.0,1.0,1.0,1.0,1.0,2.0
biomedparse,D_16_64_256_1024_K_5_10_20_40,institute,F,0.2649838428447016,0.5,382,0.734855455098113,10.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_16_64_256_1024_K_5_10_20_40,institute,G,0.4408712203389369,0.5,382,0.6119449153369478,100.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_16_64_256_1024_K_5_10_20_40,institute,H,,,382,,,,,,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,institute,I,,,382,0.671542363366578,100.0,,,,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,institute,J,,,382,0.7571561553708436,50.0,,,,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,manufacturer,ge,0.9852162208922532,0.9842361253489434,381,0.9813990907118918,75.0,1.0,1.0,1.0,1.0,2.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,manufacturer,philips,0.9088828567502408,0.697275808555718,381,0.6665444620501003,75.0,1.0,1.0,50.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,manufacturer,siemens,0.8975092151946638,0.7483337981340861,381,0.71497537752366,100.0,1.0,1.0,10.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,scanner_model,Achieva,0.499124559555378,0.9792491554360856,350,0.9822075421763024,30.0,1.0,1.0,1.0,1.0,1.0,1.0
biomedparse,D_16_64_256_1024_K_5_10_20_40,scanner_model,Avanto_fit,0.9900600482502137,0.9907083307271358,350,0.9895791987350736,5.0,1.0,1.0,1.0,1.0,1.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,scanner_model,Skyra,0.9896107024798428,0.989901938660584,350,0.9894252089576311,50.0,1.0,2.0,2.0,2.0,2.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_abdominal,gallbladder,0.9230989970648432,0.7609170581925055,334,0.7443451574409552,100.0,1.0,2.0,10.0,75.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_abdominal,kidney_left,0.958224971627166,0.7580399598882273,334,0.7438393176091418,100.0,1.0,2.0,10.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_abdominal,liver,0.9621466063486708,0.764107682604264,334,0.7416680810605538,100.0,1.0,2.0,5.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_abdominal,spleen,0.9501525224927166,0.6982082347821768,334,0.674659029644112,100.0,1.0,2.0,50.0,,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_abdominal,prostate,0.963539826989697,0.8309497161978505,334,0.8300848777649041,75.0,1.0,1.0,2.0,10.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_head_and_neck,brain,0.9832604906549566,0.919617937933146,316,0.892358756125575,100.0,1.0,2.0,3.0,5.0,50.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_thoracic,heart,0.974274692967562,0.8550796977622325,213,0.8271715842675365,100.0,1.0,1.0,2.0,10.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_thoracic,sternum,0.9728801264679908,0.829019286318771,213,0.8016473134209972,100.0,1.0,1.0,1.0,50.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_thoracic,clavicula_left,0.947846833684862,0.797882930633852,213,0.7833468032707289,100.0,1.0,1.0,1.0,10.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,organs_thoracic,clavicula_right,0.9516989666921486,0.7938435309058964,213,0.779520929475015,100.0,1.0,1.0,1.0,10.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,pathology,inflammation,0.7383596670294129,0.6497995239111958,334,0.6325344641886205,100.0,1.0,1.0,2.0,3.0,,
biomedparse,D_16_64_256_1024_K_5_10_20_40,pathology,tumor,0.7651059250612842,0.7014687328777159,334,0.7200838992951222,10.0,1.0,1.0,1.0,1.0,3.0,
biomedparse,D_16_64_256_1024_K_5_10_20_40,pathology,trauma,0.8300346830202989,0.70366895608719,334,0.6735172154541089,30.0,1.0,2.0,2.0,30.0,,
